리뷰,점수,감정판단
유니클로 후리스보다 더 따뜻할것같네요,5,1
후리스보다 이옷이 휠 맘에드네요 귀엽고 편하구 6키로말티 통통이 엑스라지 딱맞네요,5,1
애기가 말티즈 3키로인데 마른편이라서 M사이즈로 시켰는데 생각보다 넉넉하게 나왔네요 등길이는 딱맞아용 이뻐요,5,1
이쁘고 애기가 잘입고있네요,5,1
보돌보돌하구 넘 조아용배송도 빨라요,5,1
꿀벌티모 스킨이랑 똑닮았어요ㅋㅋㅋ 스판잇구 너무 보들보들 좋습니다,5,1
사이즈가 애매해서 (저희아이들기준)그렇치 가격대비 상품은 좋아요~~,5,1
너무이쁘고가격도착하네요,5,1
또구매하러올께요~~,5,1
드디어 우리개를 암컷으로 봐주기 시작했어요 핑크목줄로는 부족했나봐요 색감이 이뻐요,5,1
사진그대로 너무좋습니다ㅎㅎ,5,1
상품 좋아요. 감사합니다,5,1
상품 좋아요. 감사합니다,5,1
디자인 색상 입히면 예뻐요. 평상시L입는데 한치수 크게 나왔나 봐요.,5,1
너무너무 귀여워죽겠어용,5,1
너무너무너무 귀여워요 6키론데 xl 껴요 털찐것같아요 ㅠㅠ,5,1
줄무늬 레드티랑 같이 샀는데 사이즈도 딱이고 편해합니다 맘에 들어요!,5,1
디자인 좋음~ 편해요^^,5,1
디자인 신축성 편해요,5,1
같은 사이즈인데 패딩은 조금 크고 이건 작고 그러네요.,5,1
유니클로 후리스보다 더 따뜻할것같네요,5,1
후리스보다 이옷이 휠 맘에드네요 귀엽고 편하구 6키로말티 통통이 엑스라지 딱맞네요,5,1
오줌쌀때 다젖어요 넘길어서  좀 꼬매야할꺼같아요,3,0
넘 기여워용 이뻐요 ㅎㅎ,3,0
사이즈가 잘 맞아 좋았어요 S사이즈가 없어 M사이즈. 구매했는데 괜찮아요 화면과도 같구요ㅡ,3,0
옷은 귀엽고 예뻐용 배송도 왕빨라요,3,0
늘어나는것도 너무잘늘어나고 털도부드럽고 지퍼도 잘열리고 사이즈도 잘맞아요 좋아요,3,0
조끼에 단추가 있어서 단추로 끼우는줄알고 샀는데 단추는 장식이었네요~ 털은 보드럽고 따뜻한것같애요. 조끼라 활동하기 편해요.,3,0
너무이쁜옷싸게구입했어요,3,0
너무귀엽고ㅜㅠ 뜻뜻하니잘입히고있습니다  애가자다찍혀서.. 너무폐인같네요...,3,0
강아지 후리스 사주고 싶었는데 너무 저렴하게 잘샀어요 소재도 너무 부들부들 하고 부드러워서 강아지가 입기 편하네요,3,0
소재도 부들부들해서 집에서 강아지가 입기 너무 편해보여요,3,0
색상두 화면이랑 같고 마감이나 재질도 좋네요!! 잘 입힐게요~,3,0
넘 이뻐요 싼가격에 득템해서 질 입히고 다닙니당,3,0
만족합니다 만족합니다,3,0
만족합니다 만족합니다,3,0
그럭저럭 뻬리꾸우우웃,3,0
슈나우저 12키로 딱 맞아요 ㅎㅎ,3,0
12키로 슈나이저 2xl 사야하는데 신축성조타고해서xl샀는데 작아요 ㅜ.ㅜ,3,0
모자를 좀 불편해 했는데 옷 자체는 귀여워요.,3,0
너무 작아서 버렸지만 디자인은 귀여웠어요.,3,0
따뜻하게  두개 입으니  안추워해요,3,0
만족합니다만조합니다,5,1
xl지는 꽉껴서 2xl지시켰는데 좀많이크지만 작은것보단 나아서 그냥시켰어요~ㅋ,5,1
후리스 만족도5점만점에 5점,5,1
가성비최고예요.. 아니 가성비를 떠나 더 비싸도 샀을거예요.. 색깔 디자인 옷감 다 너무 맘에 들어요,5,1
만족도5점만점에 5점,5,1
만족합니다ㅏㄴ족합니다,5,1
사이즈 미스지만 다시 수선해서 입힐라구요,5,1
만족해요너무귀엽구이뻐요 ㅎ,5,1
이뻐요 귀여워요  옷감도 좋은거 같아요,5,1
겨울에 추울꺼 같아 시켰는데 좋아요,5,1
생각보다 커서 자꾸 옷이 벗겨지지만 아직 크는중이라 나중을 생각해서 좋을거같아요,5,1
컬팅패딩을 구입했었는데 너무 만족해서  후리스를 추가구입했는데 너무 마음에 듭니다,5,1
개귀여워 진짜ㅠㅜㅠ눈물 1억방울 흘렸습니다,5,1
너무 이뻐요. 사이즈 딱 맞습니다. 올 겨울 잘 보낼거에요.ㅎㅎ,5,1
크지만 옷위에 입힐거라 상관없고 따뜻할것 같아요,5,1
냥이입혔더니 어색해하지만 귀여워요,5,1
강쥐가 원숭이가됐네요 너무귀엽,5,1
아이가 편해해서 좋아요,5,1
옷을 다 물어 뜯던 아인데 편하게 입고 잘 자더라구요 ㅎㅎ,5,1
아리마루꺼구매하면서찌루것도,5,1
요즘이렇게싸게파는곳됴있군여,5,1
가격대비넘좋아여!!!!!!!!!!,5,1
찌루도잘어울리다하네여,5,1
사이즈 잘 맞고 에쁩니다,5,1
너무 부드럽고 강아지도 편하게 입는데 조금커서 수선해서 입혀요,5,1
보들보들하니 괜찮긴 한데 가슴둘레가 약간 작게 나온거 같아요,5,1
보들보들 괜찮은데 가슴둘레가 약간작게 나온거 같아요,5,1
가격도 품질도 배송도 완벽구성♡,5,1
조아요조아여조아요조,5,1
옷이귀엽고편하게잘입어요,5,1
소재가 좋고 사이즈도 잘 맞아요,5,1
예쁘고 편해서 잘때도 입혀요 ㅋ,5,1
올인원 처음 사보는데 너무 만족해요🥰,5,1
좋아요 좋아요 좋아요,5,1
좋아요 좋아요 좋아요,5,1
조아죠아뇨조아요조아뇨,5,1
빠른 배송 너무좋앙ᆢㄷ,5,1
색 너무 이뻐요ㅠㅠ 노랑노랑한게 병아리같고 귀여워요😍,5,1
바느질 마감이 깔끔하고 소재도 좋아요 예뻐요,5,1
예뻐요 바느질 마감도 깔끔하고 잘 맞아요,5,1
사이즈 잘 맞고 소재도 좋아요 이뻐요,5,1
너무 예쁘네요 다음에 또 구매할께요,5,1
시츄인데 M 두개 L 하나 샀어요 ㅎ 조끼라 활동성 편하고 좋아요!! 강아지들도 마음에 든대요  재고가 있었으면 토순이도 사고싶었어요 ㅠㅠ,5,1
너구리 L 4개 샀습니다! 추울까봐 사는 거라 등길이에 맞춰서 L샀더니 털깎은 지금 상태에서는 앞발이 가끔 빠지네요 ㅋㅋㅋ 근데 입은 모습이 너무 귀엽고 옷이 따뜻해서 자주 입힐 것 같아요!,5,1
만족만족대만족 조금 크긴하지만 넉넉하니 움직이긴 편하겠네요,5,1
사이즈가 제품별로 좀 다르네요,5,1
사이즈가 제품별로 다르네요,5,1
옷은 사이즈 딱 맞는데 모자가 안 들어가욬ㅋ,5,1
아디도그 사고 싶었는데 너무 좋아요 !,5,1
미용하고추울까봐 집에서 입히려고 시켰어용ㅋ,5,1
질감이 좋고 마감처리가 가격대비 좋으네요 또 구입해야 겠어요,5,1
배송도 빠르고 이뻐요,5,1
옷은 정말 편한거 같아요~입고 있어도 어정쩡한 걸음을 걷더니 금새 잘 걸어요,5,1
조끼는 조금 크게 나온거 같지만 입을만 해요~,5,1
"몸집 작은 시츄는 엠, 살찐 시츄는 라지로 샀어요 다리가 짧아서 조끼로 샀는데 활동성 좋아요!",5,1
편하게 잘 입고 있어요~,5,1
택배도 빠르고 편해요~~,5,1
딱 가격만큼 입니다ㅋㅋ 미용하고 추울까봐집에서 입히ㄹㅕ구용,5,1
사자옷은 넘커서 반품하려다가 그냥 쓰려구요.퀄리티는 좋아요,5,1
우리강아지 너무 잘 어울리고 따뜻한 재질이라 산책시 입히고 있어요!,5,1
치와와한테 입혔어요 안쪽 털이 따스하네요,5,1
우리 강아지가 폭풍성장중이라 m사이즈 주문했는데 어떤건크고 어떤건 맞고ㅋ 싸게잘샀어요,5,1
우리 모카에게 너무 잘 어울리고 예뻐요 디자인도 괜찮고 사이즈도 괜찮아요,5,1
sm중간정도 사이즈라 m사이즈가 넘커서 반품하려다가 그냥 쓰려구요.퀄리티는 좋아요,5,1
sm중간정도 사이즈라 m사이즈가 넘커서 반품하려다가 그냥 쓰려구요.퀄리티는 좋아요,5,1
sm중간정도 사이즈라 m사이즈가 넘커서 반품하려다가 그냥 쓰려구요.퀄리티는 좋아요,5,1
sm중간정도 사이즈라 m사이즈가 넘커서 반품하려다가 그냥 쓰려구요.퀄리티는 좋아요,5,1
좋습니다. 배송도 빠릅니다.너무 귀여워요,5,1
골지로 되있어서 편하고 애기가 잘입어요~,5,1
놀러 가서 입혔는데 펜션 사장님이 너무 귀엽다고 번쩍 안아서 펜션 관리동까지 애기 혼자 마실까지 다녀왔어요 옷 덕인지 뭔지 하여튼 나그랑 입혀 놓으면 사람이 그렇게 꼬여요 도화살 낀 옷인가 봐요 핏 지린다는 이야기임,5,1
지인의 부탁으로 주문해 드렸는데 너무 이쁘다고 만족하셨어요 활동성도 좋아보입니다 다만 저의애기한텐 맞는사미즈가없어서 아쉽습니다,5,1
사이즈 잘맞고 좋아요,5,1
너무너무 좋습니다  시츄5키로인데 라지사이즈 딱맞네요,5,1
송아지처럼 귀엽고이뻤는데 1시간만에  지퍼를 물어뜯었네요 다찢어졌어요  너무아쉽,5,1
잭러셀테리어 성견 미디엄 사이즈 딱 좋음! 다 좋은데 털이 너무 많이 빠짐ㅠ 첫날 딱 입혔는데도 후두둑 떨어짐ㅠ 며칠 입으면 카톡 라이언 될듯 모자에 있는 단추부분은 사이즈 작아서 못 채움 가격대비 ㄱㅊ은듯,5,1
따뜻하겠어요 저렴한가격에잘산거같아요,5,1
재질도 넘 맘에 들고 이쁘네요. 다른 색깔도 더 구매하고 싶어요. 신축성도 엄청 좋아 활동하기 매우 편합니다.,5,1
잘입혀볼게용~!~!,5,1
잘입힐께요~!~!~,5,1
잘입힐께요~!~!~,5,1
맘에들어요 저렴하고 이쁜거같아요ㅎ,5,1
"색깔도 마음에 들고 디자인, 재질, 활동성 모두 좋습니다.",5,1
빠른배송 감사드립니다.,5,1
빠른배송 감사드립니다.,5,1
빠른배송 감사드립니다.,5,1
빠른배송 감사드립니다.,5,1
아 저렴한 가격에 칼배송으로 받아서 너무 젛았어요 근데 살짝 큰걸 시켜서 강아지한테는 좀 크네요 ㅋ 귀엽긴해요,5,1
너무이쁘고 잘어울려요,5,1
저희 집 애는 포메라 옷 안입히는게 좋을 것 같은데 신랑이 애기 춥다며 직접 골라서 주문했네요.ㅎㅎㅎ몸무게가 1.8kg인데 등길이에 맞춰 주문하니 s는 좀 작고 m은 좀 크네요. 옷은 다 귀엽고 맘에 들어요.,5,1
싸이즈는 생각보다 컸지만 부들부들하니 좋네요,5,1
생각했던 것보다는 색이 탁했지만 예쁘고 편하게 입힐수 있겠네요 ㅎ 추천,5,1
빠른배송에 부들부들하고 자극없이 집에서 입히기 좋아요,5,1
배송도 빠르고 옷도 따뜻하고 좋아요 ㅋㅋ 라지로 주문했는데 좀크네요 5키로 닥스훈트입니다,5,1
3키로 말티 m사이즈 잘맞아요 토끼가 넘 귀여워요,5,1
배송 빨라요! 꼼꼼히 잘 보내주셨는데 사이즈가 작아서 그런가 목부분이랑 팔 넣는부분들이 약간 타이트 한 것 같아요!,5,1
재질이 면스판 같아보이네요. 넘 좋습니다. 실내복으로도 외출복으로도 적당하네요.,5,1
걱정했는데 그럭저럭 쓸만해요 올인원은 지퍼가 너무 거칠어요,5,1
엄청 활동적인데  옷입히면 넘 얌전해지네요  귀여워요^^특히 꿀벌옷이,5,1
비교적 괜찮아요 앞다리부분이 다소길어 불편하네요,5,1
ㅎㅎㅎ대박 귀여움:-),5,1
강쥐들 입혀놓으니 너무 예뻐요.,4,1
배송도빠르고 옷도이뻐요 울아가 귀여워죽갓음,4,1
배송도빠르고 옷도이뻐요 울아가 귀여워죽갓음,4,1
배송도 빠르고 옷도 너무 고급져요 ㅋㅋㅋ ㄱ꼬미한테 너무 잘어울려요,4,1
우리 댕댕이 겨울에 따뜻하고 편하게 입을수있을것같네요,4,1
배송 빠르고 좋습니다. 그런데 사이즈가 생각보다 작아서 다른 친구한테 줘야될 것 같아요ㅠㅠ 디자인은 화면이랑 똑같습니다.,4,1
사이즈도 딱이고 신축성이좋아서 편해보이네요,4,1
작아서 고무줄 뺏더니 맞아서 아쉽지만 너무 귀여워요,4,1
옷도잘맞고 사진과 같았요~~예쁘게잘입을께요,4,1
천은 부들부들 좋아요. 그런데 저희 강아지가 싸이즈가... 몸통에 맞추면 맞는데... 애가 원래 좀 길~~어요^^ 그래서 조끼가 저고리같네요.ㅋㅋㅋ  가격 저렴하고... 귀여워요 ㅠㅠ,4,1
사이즈거 쪼금 커요~잘 못 제서 그런거 같지만 거의 맞아요~,4,1
옷이 너무이쁘고 컬리티가 좋은것 같아요,4,1
제품 질도 좋구 컬리티좋은것같아요,4,1
제품 너무 좋은것같아요,4,1
부드럽고  활동성도 좋고 하지만 다른 제품에 비해 싸이즈가  좀 적은듯 하네요  잘 입고  있습니다,4,1
빠른 배송 감사합니다. 잘 받았습니다! 팔 넣는부분이 약간 타이트해요 그래도 입혀보면 사람 옷 입혀놓은 것처럼 너무 귀엽네요. 감사합니다.,4,1
생각보다 싸이즈가크네요,4,1
저렴한 가격대에 잘 구매한거같아요!!  애기한테 잘 어울려요!!,4,1
착한가격으로 너무 잘산거같아요~~,4,1
착한가격으로 너무 잘 산거같아요,4,1
저렴한 가격에 가성비 좋습니다!,5,1
가격대비 너무 좋아용~,5,1
따숩고 정말ㅊ좋아요,5,1
넘~~이쁘네요.좀 커서  줄여서요~~,5,1
두 아이같이입혔는데 귀엽고 편하게입히기 좋네요,5,1
너무 귀엽고 예쁘네요 좋아요,5,1
가격비해 옷이 편하고 이뽀요 몸무게가 5.3kg이라서 L로 주문했는데 넘 딱 맞아요,5,1
휄체어를 타는 아이라 앞 지퍼가 눌리지 않을까 좀 걱정되는데... 따뜻하고 길어서 좋아요,5,1
재질이 엄청 부드럽고 좋아요,5,1
편하게 입기 좋구 쌀쌀한 날씨 산책할때 쵝오요~=,5,1
아가가 편안해 하고 잘 어울려요~ 우리 아가는 미니시츄인데 4.2 킬로예요~ M 샀더니 완전 맞춤입니다~,5,1
우리아가에게 딱이예요~~,5,1
우리아가에게 딱이예요~~,5,1
저희 강아지가 길어요. 옷은 이쁜데... ㅋㅋㅋ,5,1
안에 기모가 되어있어서 좋아요. 길이도 넉넉해서...더 좋아요^^,5,1
너무 귀여워요! 마음에들어요,5,1
너무 귀여워요! 마음에들어요,5,1
너무 귀여워요! 마음에들어요,5,1
너무 귀여워요! 마음에들어요,5,1
올인원은 사이즈가 작게 나왔네요,5,1
노란올인원은 사이즈가 넘작네요,2,0
조끼는 추운날 덮입기 좋네요,2,0
청바지가 스판이였으면....,2,0
좋습니다  구매자분들 정치수보다 한싸이즈나 두싸이즈.크게 주문하시면 적당하게 입히실거 같아요..참고하시요,2,0
이쁘고 잘 맞아요ㅋㅋ 4.3kg강아지에요,2,0
개님이조어할거서러쵸,2,0
우리개가조아할거가타,2,0
밤에 쌀쌀해서 추울까봐 사 입혀봤는데 너무좋아하네요 그런디 지퍼부분이 좀 약한지 잘고장나네요,2,0
우리아가들한테 잘맞네요,2,0
따틋하게 잘입힐께요.,2,0
너무예뿌고  잘맞아요,2,0
"XL시켜야 되는거 잘못시켜서 L시켰는데,, 딱 맞아서 다행이에요! 옷 색도 너무 예쁘고 우리집 댕댕이한테 잘 어울립니다:)",2,0
넘넘 귀욥고요 넘 예뻐서 톡메인사진에 올려놨네요 감사합니다 ㅎㅎ 울애기가 정말 좋아할만한 옷이네요 감사합니다^^,2,0
좋습니다. 만족하고요. 근데싸이즈가 정싸이즈라고 해야하나? 좀 적은 싸이즈라고 해야 하나싶습니다.  가슴.목둘레 체크하고 구매한건데..작네요.. 한싸이즈나 두싸이즈 크게 구매하시면 딱 좋을거 같습니다.,2,0
줄무니 드자인이 마음에 틀어요,2,0
어주조아요개가조아해,2,0
예쁘고 잘맞아요.좋아요,2,0
빠른배옹감사합니다. 잘입힐께요,2,0
스판도되고 너무 좋아요 벌써 봄같네요,2,0
옷 귀엽고 이쁘네요,2,0
옷 귀엽고 이쁘네요,4,1
옷 귀엽고 이쁘네요,4,1
빠른배송 감사합니다. 잘받았어요,4,1
좋아요.  더 사서 입혀야겠네요,4,1
편안해해요. 더 사야겠네요,4,1
예뻐요 !!!사이즈딱맞네요,4,1
진짜 후리스 왕 귀여워요ㅠㅠㅠ,4,1
좋아요. 더 살꺼에요,4,1
그냥 가격만큼...~~~,4,1
배송도빠르고 예뻐요,4,1
배송빠르구 예쁘네요,4,1
포매2살에6ㆍ9키로라 2XL를삿는데 넘이뻐요 소매가잇어귀엾네요 뒷다리도잇는걸로하나더구매해야겟어요^^,4,1
어그부츠가 만족이에요 가격대비 잘산듯합니다. 올인원 옷은 질감이 뻣뻣하나 디자인은 귀엽네요,4,1
예쁘고 저렴해서 좋네요. 샵에 가면 비슷한 옷들이 최소 만오천원은 넘어갔는데 예쁜 옷을 저렴하게 사서 좋아요.,4,1
색상이랑 천은 정말 좋은데  사이즈를 잘 못맞췄어요 ㅠㅠ,4,1
주문했는색이 안왔네요~ 다시 반품하기 그래서 그냥 입혔는데  사전에 이야기없이 물건잘못와서 별점빼요,4,1
두번째 구매입니다~ 입혀놓으니 너무 예뻐요~  아주 마음에 들어요^^,4,1
사이즈도 딱맞고 너무 예뻐요~ 다음에도 또 구매하고 싶습니다,4,1
이 가격에 재질도 좋고 너무 맘에 듭니다!,4,1
가격대비 입히기 좋아요,4,1
옷 귀엽고 이쁘네요,4,1
옷 귀엽고 이쁘네요,4,1
빠른배송 감사합니다. 잘받았어요,4,1
좋아요.  더 사서 입혀야겠네요,4,1
편안해해요. 더 사야겠네요,4,1
예뻐요 !!!사이즈딱맞네요,4,1
진짜 후리스 왕 귀여워요ㅠㅠㅠ,4,1
좋아요. 더 살꺼에요,4,1
그냥 가격만큼...~~~,4,1
배송도빠르고 예뻐요,4,1
배송빠르구 예쁘네요,4,1
포매2살에6ㆍ9키로라 2XL를삿는데 넘이뻐요 소매가잇어귀엾네요 뒷다리도잇는걸로하나더구매해야겟어요^^,4,1
어그부츠가 만족이에요 가격대비 잘산듯합니다. 올인원 옷은 질감이 뻣뻣하나 디자인은 귀엽네요,4,1
예쁘고 저렴해서 좋네요. 샵에 가면 비슷한 옷들이 최소 만오천원은 넘어갔는데 예쁜 옷을 저렴하게 사서 좋아요.,4,1
색상이랑 천은 정말 좋은데  사이즈를 잘 못맞췄어요 ㅠㅠ,4,1
주문했는색이 안왔네요~ 다시 반품하기 그래서 그냥 입혔는데  사전에 이야기없이 물건잘못와서 별점빼요,4,1
두번째 구매입니다~ 입혀놓으니 너무 예뻐요~  아주 마음에 들어요^^,4,1
사이즈도 딱맞고 너무 예뻐요~ 다음에도 또 구매하고 싶습니다,4,1
이 가격에 재질도 좋고 너무 맘에 듭니다!,4,1
가격대비 입히기 좋아요,4,1
가격대비 입히기 좋아요,4,1
따듯해보이고 귀여워요,4,1
커플로 입햣어요좋아요,4,1
스피치 7.6kg 나가는 강아지 XL입히니 딱 잘맞네요~ 옷 퀄리티도 괜찮고 디자인도 귀엽네요^^ 특히 조끼가 너무 귀엽습니다^^ 잘입겠습니다~~,4,1
제품  좋아요  저렴하고요,4,1
싼맛에 입혀요~~~~~,4,1
싼맛에 입혀요~~~~~,4,1
너무 귀여워요ㅠㅠ 칭구 강아지 선물로 사준건데 너무 귀여워요ㅠㅠㅠ,4,1
옷이 진짜 너무 귀엽고 이뻐욬ㅋㅋㅋ,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
가격도 괜찮고 옷질도 괜찮네요,4,1
부드럽고 돟아요 6키로 인데 살짝 작지만,4,1
부드럽고 좋아요 추천,4,1
귀엽고 따듯해 보여요,4,1
귀엽고 따듯해 보여요,4,1
배송 빨라서 만족합니다,4,1
사이즈를 잘못주문해서 작네요,3,0
완전따뜻할것 같고 단추라서 입히기도 편했습니다^^하나 더살까 고민중 입니다,3,0
배송빠르고 좋네요  마니파세요,3,0
배송빠르고좋네요많이파세요,3,0
예뻐요 두께감도있고~ 요즘실내에서 입히기 딱좋네요,3,0
배송도 빠르고 잘받았습니다,3,0
배송도 빠르고 잘받았습니다,3,0
제품이 가격대비 질이 좋아요,3,0
색상좋고 따뜻할거같아요  만족합니다,3,0
조금더 작았으면 좋았겠지만 그래도 정말예뻐요,3,0
아직입혀보진 않았는데 안에 기모가 있어서 너무 좋네요~,3,0
사이즈 재고 샀는데 딱좋아요 단추형이라 입히기도 편하고 따듯해요 애기도 편해하구요,3,0
사이즈가 딱 맞아요~~~ 입혀놓으니까 너무 예쁩니다,3,0
털이 안에 엄청 많이 들어 있어요 ㅋ,3,0
갈색푸들인더 줄무늬 이쁘네요,3,0
옷 깔끔하고 예뻐요 등이 긴 강아지들이라 등이 좀 짧게 느껴지긴한데 길이 재어보고 구매하세요~~!,3,0
옷 깔끔하고 예뻐요 등이 긴 강아지들이라 등이 좀 짧게 느껴지긴한데 길이 재어보고 구매하세요~~!,3,0
옷 깔끔하고 예뻐요 등이 긴 강아지들이라 등이 좀 짧게 느껴지긴한데 길이 재어보고 구매하세요~~!,3,0
옷 깔끔하고 예뻐요 등이 긴 강아지들이라 등이 좀 짧게 느껴지긴한데 길이 재어보고 구매하세요~~!,3,0
만족합니다 잘맞고 편해해여,3,0
다른 티셔츠도 동일 사이즈 M으로 시켰는데 나그랑티가 좀 더 끼네요 상품은 예뻐요,3,0
배송도빠르고 좋습니다,3,0
옷이 품질이 괜찮네요,3,0
품질이 좋은것같아요,3,0
배송도빠르고 좋아요,3,0
생각보다 질이 별로네요. 치수를 다 재서 주문했는데 사이즈도 안맞고 불편해서 3개 중에 2개는 입기도 힘들겠어요. 반품하기 귀찮아서 그냥 장난감으로 사용하다가 버려야 할거 같아요.,3,0
실제로 입혀보니 무난하니 예쁘네요,3,0
실제사이즈보다 작다는 소리를 들어서 L시켰는데 너무 커서 M으로 교환했어요ㅠㅠ 사이즈는 정사이즈로 시키면 되고 옷 자체는 너무 귀여워요! 근데 팔 부분이 너무 넓어서 자꾸 발이 빠져있더라구요,3,0
너무이쁘고 가격도 착해요,3,0
사이즈가 딱 맞아서 맘에 들어와 원단도 보들보들 좋아요,3,0
질이 안좋고 디자인도 별로에요. 치수를 재서 주문했는데 사이즈도 안맞네요. 옷이 겉돌아서 보온도 힘들겠고반품하기 귀찮아서 대충 입히다 버려야 겠어요,3,0
치수를 재서 주문했는데 사이즈가 안먖네요. 옷이 걷돌아서 보온이 힘들겠어요,3,0
기여웡...우리두부 기여워요,3,0
빠르게잘받았습니다~~~,3,0
집에서 입으려고 샀는데 얇고 색도 너무이뻐요,3,0
맘에들어요 이번겨울 후리스 하나면 충분해요,3,0
시킨옷중 제일 마음에 들어요~사이즈도 디자인도 질도좋아요,3,0
시킨옷중 제일 마음에 들어요~사이즈도 디자인도 질도좋아요,3,0
신축성이좋아 입히기 편하고 예쁜옷 저렴하게 잘샀어요~,3,0
디자인도 이쁘고 질도 괜찮고 따뜻한옷이에요,3,0
잘 받았습니다. 생각보다 길이는 좀 긴거같네요.,5,1
잘 받았습니다. 길이는 생각보다 좀 기네요.,5,1
괜찮아요 저렴한 가격에 굿,5,1
괜찮아요 저렴한 가격에 굿,5,1
생각보다옷이크네요 헐렁할정도예요 그래도예쁘게입힐께요,5,1
사이즈가 작게 나온거같아요 보드랍고 다좋은데 사이즈가 작어요,5,1
제품 좋아요 조금 작게 주문하여 ㅜㅜ,5,1
집에서 평상복으로 입히기좋아요 깔끔하구 군더더기없는 디자인입니당!!^.^,5,1
사이즈도 넉넉하고  신축성이 좋아요,5,1
신축성이 좋고 따뜻해요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
빠른배송감사합니다  잘입힐깨요,5,1
안에 기모가  들어잇어서 요것만  입고  나가도  될거 같아요 너무  예뻐요,5,1
배송빠르고 울 멍이 딱 맞고 예쁘네요. 잘 입힐게요.,5,1
배송빠르고 우리 멍이한테 딱이네요.,5,1
귀여워요  따뜻하게 잘 보낼 거 같아요 다음엔 다른 색상을 사야겠어요,5,1
울아기한테넘잘어울리고 짐날씨에딱이예여 산책할땐꼭아디독을~ㅋ 핏조아여,5,1
치와와한테는m사이즈커요 s로 해야되는데ㅜㅜ 근데옷은넘이뻐요 치와와중에좀큰애들은m작은애들은s가 앚을듯,5,1
9키로 프렌치불독 2xl 잘맞아요 Xl는 타이트했는데 딱 좋아요,5,1
일단 디자인 너무 귀여워요!! 회색은 때도 별로 안 탈것 같고 겨울에 따뜻하게 입힐수 있을거 같아요!,5,1
생각보다 작은사이즈의 S였어요 목쪽에 고무줄이 들어있어 불편해보여 수선했습니다~,5,1
리뷰보고 사이즈 작은걸 알고 한치수 큰걸 시켰는데도  어깨와 팔부분 이어진부분이 재단이 잘못됐는지 디자인이 그런건지 불편.  반품 귀찮아 그냥둠.,5,1
실내옷으로 활동하기도 편하고 디자인도 마음에들어요~,5,1
사이즈보다 조금 작게 나온거 같아서 입힐때 조금 힘들었어요! 한치수 크게 구매하는게 좋을것 같아요!,5,1
귀엽고  신축성이 좋아 입히기  좋아요,5,1
빠른 배송 감사합니다,5,1
빠른배송 감사합니다,5,1
다른옷들 너무좋아서.. 잘때 입힐려구 수면조끼 구입했어요 ㅋ,5,1
생각보다 조금 작지만ㅠㅠ 다음엔 한사이즈 크게 사도 괜찮을 거 같아요ㅎㅎㅎ,5,1
가격에 비해 좋은거 같아요,5,1
커플 옷으로 구매했는데 좋아요~ㅎㅎ,5,1
좋아요 수고하세요 가성비짱,5,1
가격에 비해 좋네요! 처음 입혀보는 옷 이라 입고 벗길때 힘드네요,5,1
아래 목부분이 너무 쳐지네요. 촉감 디자인 좋아요,5,1
길이부분이 짧아서 허리중반까지밖에안오지만 귀여운건 어쩔수없네요,5,1
수면조끼같아서 귀여워여~~너무싼가격이라 기대를안했는데 가격대비너무만족합니다,5,1
유기견보호소 개들에게 입히려고 주문했습니다. 가볍고 따뜻해서 좋네요!!,5,1
실내에서 지금입기 딱 좋아요,5,1
가격대비 품질이 아주 좋아요,5,1
나그랑티시켰어여~어우 소재도좋고 신축성이좋아서 저희집할머니들 따숩게입고계십니다~ 가격대비너무좋은것같아요ㅠ,5,1
유기견보호소 개들에게 입히려고 주문했습니다.,5,1
좋아요. 굿!ㅋㅎㅋ,5,1
생각보다 크기가 작아요 ㅜㅜ,5,1
너무 좋아요  감사합니다,5,1
너무 좋아요  감사합니다,5,1
너무 좋아요  감사합니다,5,1
나중에애기들사진도같이올릴께요ㅋ감사합니다,5,1
담에 또 구매의사  있습니다,5,1
담에 또 구매의사 있습니다,5,1
담에 또 구매하겠습니다,5,1
지금 막 받아서 바로 입혀봤어요. 바느질도 촘촘하고 안감에 털도 두툼하고 예뻐요. 우리아이가 마른편이라고 품이좀 크하지만 길이는 딱맞고 배 부분도 많이 덮어줘서 맘에 쏙 들어요 예쁘고 따뜻하게 잘 입히겠습니다,5,1
조금크긴한데 이쁘네요,5,1
슈나우저 6.6키로 xl 말티즈3.5키로L시겼는데 딱좋네요~,5,1
귀엽습ㄴ다 안쪽 기모가 좀더 도톰했으면 더좋았을것같습ㄴ다,5,1
등에 단추로 열고 닫고 하는줄 알았는데 그냥 디자인이네요 그래도 이뻐용ㅎㅎ,5,1
넘이쁘구 우리 삐삐한테 넘 잘어울려요~~,5,1
울애기가 고양이라그런지 약간크네요 그치만 가격대비 제품은 아주젛아요^^,5,1
가격대비 질도 좋고 이쁘네요~~,5,1
가격대비 질도 좋고 이쁘네요~~,5,1
선물했는데 너무 맘에 든다고하네요^^,5,1
